state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,vehicles_involved,vehicle_type,casualties,fatalities,weather,road_type,road_condition,lighting,traffic_control,speed_limit,driver_age,driver_gender,driver_license_status,alcohol_involvement,location_details,accident_id,month_num,hour,is_night,is_peak_hour,is_rainy,alcohol_flag,is_weekend,severity_binary
Nagaland,Unknown,2020,November,Sunday,20:49,Serious,3,Cycle,0,4,Foggy,National Highway,Dry,Daylight,Police Checkpost,79,54,Female,Expired,Yes,Intersection,131,11,20,1,0,0,1,1,1
Maharashtra,Nagpur,2019,July,Monday,20:4,Fatal,3,Pedestrian,2,2,Clear,National Highway,Wet,Dark,Signals,35,55,Male,Valid,Yes,Bridge,132,7,20,1,0,0,1,0,1
Meghalaya,Unknown,2022,October,Thursday,4:47,Fatal,5,Bus,10,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95,18,Female,Unknown,Yes,Curve,133,10,4,1,0,0,1,0,1
Karnataka,Mangalore,2023,June,Sunday,23:33,Serious,3,Two-Wheeler,5,3,Rainy,National Highway,Wet,Dark,Signals,31,42,Female,Valid,No,Straight Road,134,6,23,1,0,1,0,1,1
Haryana,Unknown,2023,August,Sunday,6:1,Minor,1,Cycle,9,0,Foggy,Urban Road,Dry,Dusk,Signs,70,50,Female,Unknown,No,Curve,135,8,6,0,0,0,0,1,0
Tamil Nadu,Madurai,2018,January,Friday,22:19,Minor,1,Truck,9,1,Hazy,State Highway,Damaged,Daylight,Signals,55,67,Male,Unknown,No,Straight Road,136,1,22,1,0,0,0,0,0
Sikkim,Unknown,2022,September,Thursday,22:7,Serious,2,Car,0,5,Foggy,State Highway,Wet,Dark,Unknown,107,45,Female,Valid,No,Bridge,137,9,22,1,0,0,0,0,1
Bihar,Unknown,2021,June,Tuesday,6:44,Fatal,5,Car,10,4,Stormy,State Highway,Under Construction,Dark,Unknown,44,34,Male,Valid,No,Curve,138,6,6,0,0,0,0,0,1
Odisha,Unknown,2019,September,Friday,8:19,Serious,2,Two-Wheeler,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,Curve,139,9,8,0,1,0,1,0,1
Telangana,Unknown,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,140,7,20,1,0,0,0,0,1
Andhra Pradesh,Visakhapatnam,2021,December,Thursday,7:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,Unknown,No,Curve,141,12,7,0,0,0,0,0,0
Chhattisgarh,Unknown,2019,May,Friday,0:21,Minor,4,Auto-Rickshaw,0,2,Foggy,Village Road,Dry,Dusk,Police Checkpost,56,61,Female,Valid,No,Intersection,142,5,0,1,0,0,0,0,0
Madhya Pradesh,Unknown,2019,November,Thursday,10:31,Serious,1,Car,1,0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117,21,Male,Valid,No,Curve,143,11,10,0,1,0,0,0,1
Assam,Unknown,2021,August,Sunday,23:25,Fatal,2,Pedestrian,5,5,Rainy,State Highway,Under Construction,Daylight,Unknown,52,51,Female,Expired,No,Curve,144,8,23,1,0,1,0,1,1
Nagaland,Unknown,2018,March,Monday,8:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,Unknown,53,48,Female,Unknown,Yes,Curve,145,3,8,0,1,0,1,0,0
Karnataka,Bangalore,2020,May,Monday,2:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,146,5,2,1,0,1,1,0,1
Chandigarh,Unknown,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,Unknown,119,51,Male,Expired,Yes,Bridge,147,9,23,1,0,0,1,0,0
Arunachal Pradesh,Unknown,2018,June,Sunday,4:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,148,6,4,1,0,0,1,1,1
Puducherry,Unknown,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,149,7,12,0,0,0,0,0,0
Gujarat,Ahmedabad,2021,June,Saturday,6:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,Unknown,No,Bridge,150,6,6,0,0,0,0,1,1
Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,151,4,14,0,0,0,1,1,1
Assam,Unknown,2022,November,Saturday,7:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,Unknown,54,43,Female,Unknown,Yes,Intersection,152,11,7,0,0,0,1,1,0
Jharkhand,Unknown,2018,March,Saturday,2:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,Unknown,No,Straight Road,153,3,2,1,0,0,0,1,1
Meghalaya,Unknown,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,Unknown,54,51,Male,Unknown,No,Bridge,154,2,14,0,0,0,0,1,1
Bihar,Unknown,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,155,3,20,1,0,0,1,0,0
Manipur,Unknown,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,Unknown,No,Intersection,156,4,21,1,0,0,0,0,1
Uttarakhand,Unknown,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,157,7,19,0,1,0,0,0,1
Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,Unknown,90,48,Male,Valid,Yes,Intersection,158,1,20,1,0,0,1,1,1
Bihar,Unknown,2019,March,Saturday,6:4,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,159,3,6,0,0,0,0,1,1
Tripura,Unknown,2019,September,Friday,7:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,160,9,7,0,0,1,0,0,0
Haryana,Unknown,2023,September,Wednesday,2:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,Unknown,75,61,Male,Unknown,No,Bridge,161,9,2,1,0,1,0,0,1
Telangana,Unknown,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,Unknown,116,62,Male,Expired,Yes,Curve,162,10,20,1,0,0,1,0,0
Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,163,8,14,0,0,0,1,1,1
Puducherry,Unknown,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,164,12,15,0,0,0,0,0,0
Puducherry,Unknown,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,Unknown,No,Bridge,165,7,12,0,0,0,0,1,1
Madhya Pradesh,Unknown,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,166,8,12,0,0,0,0,1,0
Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,167,11,15,0,0,0,0,0,0
Assam,Unknown,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,168,5,20,1,0,0,0,1,1
Chandigarh,Unknown,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,169,8,17,0,1,0,1,0,1
Himachal Pradesh,Unknown,2023,December,Friday,5:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,170,12,5,1,0,0,1,0,0
Sikkim,Unknown,2021,September,Saturday,4:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,Unknown,No,Bridge,171,9,4,1,0,0,0,1,1
Odisha,Unknown,2020,December,Monday,2:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,Unknown,Yes,Straight Road,172,12,2,1,0,0,1,0,1
Tamil Nadu,Coimbatore,2023,January,Sunday,4:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,Unknown,34,51,Female,Unknown,No,Curve,173,1,4,1,0,0,0,1,1
Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,Unknown,No,Intersection,174,8,19,0,1,1,0,0,1
Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,175,10,17,0,1,0,0,1,0
Madhya Pradesh,Unknown,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,Unknown,108,47,Male,Expired,Yes,Curve,176,9,23,1,0,1,1,1,0
Puducherry,Unknown,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,177,10,20,1,0,0,0,0,0
Kerala,Unknown,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,Unknown,78,62,Male,Unknown,Yes,Curve,178,7,13,0,0,1,1,1,1
Assam,Unknown,2020,December,Saturday,3:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,179,12,3,1,0,0,0,1,1
Delhi,Rohini,2022,September,Thursday,9:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,Unknown,Yes,Straight Road,180,9,9,0,1,1,1,0,0
Haryana,Unknown,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,181,3,20,1,0,0,1,0,1
Punjab,Unknown,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,Unknown,No,Intersection,182,7,10,0,1,0,0,1,0
Assam,Unknown,2020,January,Sunday,23:22,Serious,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,183,1,23,1,0,0,0,1,1
Odisha,Unknown,2023,May,Wednesday,6:14,Fatal,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,184,5,6,0,0,0,0,0,1
Chhattisgarh,Unknown,2023,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,Unknown,No,Straight Road,185,4,17,0,1,0,0,0,1
Sikkim,Unknown,2018,June,Saturday,5:53,Serious,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,186,6,5,1,0,1,1,1,1
Mizoram,Unknown,2019,June,Monday,5:35,Minor,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,187,6,5,1,0,0,1,0,0
West Bengal,Siliguri,2018,August,Thursday,3:40,Serious,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,188,8,3,1,0,0,0,0,1
Bihar,Unknown,2019,May,Sunday,5:19,Minor,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,189,5,5,1,0,0,1,1,0
Tripura,Unknown,2018,February,Wednesday,0:6,Serious,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,Unknown,Yes,Intersection,190,2,0,1,0,0,1,0,1
West Bengal,Durgapur,2021,July,Saturday,3:30,Minor,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,191,7,3,1,0,0,0,1,0
Rajasthan,Udaipur,2023,December,Tuesday,22:0,Minor,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,192,12,22,1,0,0,1,0,0
Tripura,Unknown,2018,April,Wednesday,20:12,Serious,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,Unknown,90,43,Female,Expired,No,Curve,193,4,20,1,0,0,0,0,1
Bihar,Unknown,2021,January,Sunday,20:17,Fatal,3,Bus,9,3,Foggy,National Highway,Wet,Daylight,Signs,40,40,Female,Expired,No,Intersection,194,1,20,1,0,0,0,1,1
Rajasthan,Udaipur,2022,February,Tuesday,12:25,Serious,4,Car,6,3,Hazy,Urban Road,Under Construction,Dawn,Unknown,51,47,Male,Unknown,No,Intersection,195,2,12,0,0,0,0,0,1
Jharkhand,Unknown,2023,June,Tuesday,7:2,Fatal,5,Two-Wheeler,2,0,Stormy,State Highway,Wet,Dawn,Unknown,83,40,Female,Expired,No,Curve,196,6,7,0,0,0,0,0,1
Delhi,New Delhi,2023,October,Tuesday,22:37,Serious,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,64,Male,Expired,Yes,Straight Road,197,10,22,1,0,0,1,0,1
Punjab,Unknown,2018,June,Monday,0:54,Minor,4,Car,1,3,Hazy,Village Road,Wet,Dark,Signals,106,45,Female,Valid,Yes,Intersection,198,6,0,1,0,0,1,0,0
Sikkim,Unknown,2020,April,Saturday,4:9,Minor,5,Pedestrian,5,2,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120,40,Female,Unknown,No,Bridge,199,4,4,1,0,0,0,1,0
Tamil Nadu,Chennai,2018,May,Tuesday,12:58,Minor,4,Pedestrian,9,2,Foggy,Urban Road,Under Construction,Dusk,Unknown,117,60,Female,Expired,Yes,Straight Road,200,5,12,0,0,0,1,0,0
Uttarakhand,Unknown,2020,June,Monday,13:34,Fatal,1,Auto-Rickshaw,3,0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50,29,Female,Expired,Yes,Curve,201,6,13,0,0,0,1,0,1
Himachal Pradesh,Unknown,2020,November,Monday,3:3,Minor,4,Bus,5,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,60,Female,Valid,Yes,Intersection,202,11,3,1,0,1,1,0,0
Gujarat,Ahmedabad,2022,June,Wednesday,15:17,Fatal,1,Cycle,9,1,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32,23,Male,Valid,Yes,Intersection,203,6,15,0,0,0,1,0,1
Uttar Pradesh,Varanasi,2018,October,Tuesday,19:42,Serious,2,Car,7,0,Stormy,State Highway,Dry,Dusk,Signs,106,22,Male,Expired,No,Curve,204,10,19,0,1,0,0,0,1
Madhya Pradesh,Unknown,2020,August,Sunday,14:42,Serious,5,Two-Wheeler,6,1,Hazy,Urban Road,Under Construction,Dawn,Unknown,34,38,Female,Valid,No,Straight Road,205,8,14,0,0,0,0,1,1
Karnataka,Mangalore,2019,January,Tuesday,12:21,Fatal,3,Cycle,6,2,Hazy,State Highway,Damaged,Dark,Police Checkpost,41,22,Female,Expired,No,Curve,206,1,12,0,0,0,0,0,1
Manipur,Unknown,2019,August,Friday,2:1,Minor,5,Truck,1,4,Hazy,Urban Road,Wet,Daylight,Signs,120,67,Female,Expired,No,Straight Road,207,8,2,1,0,0,0,0,0
Madhya Pradesh,Unknown,2019,February,Thursday,8:19,Serious,2,Cycle,8,2,Clear,Village Road,Under Construction,Dusk,Signs,84,66,Male,Valid,No,Curve,208,2,8,0,1,0,0,0,1
Uttarakhand,Unknown,2021,November,Sunday,13:44,Minor,4,Car,9,4,Stormy,State Highway,Under Construction,Daylight,Unknown,49,53,Female,Unknown,Yes,Curve,209,11,13,0,0,0,1,1,0
Jammu and Kashmir,Unknown,2021,October,Friday,11:52,Minor,1,Two-Wheeler,2,3,Stormy,Village Road,Under Construction,Dusk,Signals,79,54,Male,Expired,No,Straight Road,210,10,11,0,0,0,0,0,0
Goa,Unknown,2022,February,Friday,21:5,Fatal,4,Two-Wheeler,9,4,Hazy,Village Road,Wet,Daylight,Signals,95,27,Female,Unknown,No,Intersection,211,2,21,1,0,0,0,0,1
Uttarakhand,Unknown,2021,May,Tuesday,0:41,Fatal,5,Cycle,1,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,58,Female,Unknown,Yes,Straight Road,212,5,0,1,0,1,1,0,1
Chhattisgarh,Unknown,2021,November,Friday,4:24,Minor,1,Auto-Rickshaw,0,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111,36,Male,Expired,Yes,Intersection,213,11,4,1,0,0,1,0,0
Maharashtra,Pune,2021,May,Thursday,13:53,Minor,2,Two-Wheeler,9,3,Stormy,Urban Road,Wet,Daylight,Signals,75,44,Male,Unknown,No,Intersection,214,5,13,0,0,0,0,0,0
Maharashtra,Mumbai,2021,May,Monday,1:4,Serious,3,Two-Wheeler,8,0,Hazy,Urban Road,Damaged,Dark,Unknown,50,40,Male,Valid,Yes,Straight Road,215,5,1,1,0,0,1,0,1
Manipur,Unknown,2022,October,Saturday,0:6,Fatal,4,Bus,0,3,Clear,Urban Road,Dry,Dawn,Signs,98,27,Male,Expired,No,Straight Road,216,10,0,1,0,0,0,1,1
Himachal Pradesh,Unknown,2023,March,Tuesday,5:14,Minor,3,Two-Wheeler,3,3,Stormy,Village Road,Damaged,Dark,Signs,93,22,Male,Valid,No,Intersection,217,3,5,1,0,0,0,0,0
Delhi,New Delhi,2021,September,Thursday,20:15,Serious,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,63,Female,Expired,Yes,Straight Road,218,9,20,1,0,0,1,0,1
Nagaland,Unknown,2021,January,Wednesday,14:19,Minor,1,Two-Wheeler,2,1,Foggy,State Highway,Dry,Daylight,Signals,38,69,Female,Valid,No,Intersection,219,1,14,0,0,0,0,0,0
Karnataka,Mysore,2023,March,Friday,21:18,Serious,3,Two-Wheeler,7,3,Clear,Urban Road,Wet,Dark,Signs,118,47,Female,Expired,Yes,Curve,220,3,21,1,0,0,1,0,1
Manipur,Unknown,2022,May,Wednesday,17:8,Serious,5,Pedestrian,9,1,Hazy,Village Road,Damaged,Daylight,Signals,120,28,Female,Valid,Yes,Intersection,221,5,17,0,1,0,1,0,1
Meghalaya,Unknown,2021,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,2,4,Hazy,National Highway,Damaged,Daylight,Unknown,99,50,Female,Unknown,Yes,Straight Road,222,11,22,1,0,0,1,1,1
Telangana,Unknown,2019,June,Wednesday,9:33,Minor,2,Truck,8,0,Hazy,Urban Road,Damaged,Dawn,Signs,30,20,Male,Valid,Yes,Straight Road,223,6,9,0,1,0,1,0,0
Arunachal Pradesh,Unknown,2021,November,Monday,13:4,Minor,5,Cycle,1,2,Rainy,Urban Road,Under Construction,Dawn,Unknown,43,67,Male,Expired,Yes,Curve,224,11,13,0,0,1,1,0,0
Goa,Unknown,2019,August,Thursday,16:7,Minor,2,Car,3,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,50,Male,Expired,No,Intersection,225,8,16,0,0,0,0,0,0
Punjab,Unknown,2021,November,Saturday,19:19,Serious,2,Truck,1,0,Hazy,Urban Road,Under Construction,Dawn,Signs,67,33,Female,Expired,Yes,Straight Road,226,11,19,0,1,0,1,1,1
Bihar,Unknown,2023,April,Thursday,16:26,Minor,2,Car,7,4,Stormy,State Highway,Dry,Dawn,Unknown,54,26,Female,Expired,No,Bridge,227,4,16,0,0,0,0,0,0
Goa,Unknown,2021,May,Friday,11:16,Minor,1,Pedestrian,10,3,Rainy,National Highway,Wet,Daylight,Signals,97,45,Male,Valid,No,Bridge,228,5,11,0,0,1,0,0,0
Haryana,Unknown,2023,December,Wednesday,13:48,Minor,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,19,Male,Expired,No,Straight Road,229,12,13,0,0,1,0,0,0
Gujarat,Ahmedabad,2020,April,Sunday,17:25,Minor,2,Auto-Rickshaw,10,2,Foggy,State Highway,Damaged,Dusk,Signals,110,38,Female,Expired,Yes,Bridge,230,4,17,0,1,0,1,1,0
Nagaland,Unknown,2021,April,Wednesday,22:45,Fatal,5,Auto-Rickshaw,5,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,62,Male,Valid,No,Bridge,231,4,22,1,0,1,0,0,1
Manipur,Unknown,2021,January,Wednesday,0:54,Serious,2,Truck,3,3,Foggy,State Highway,Under Construction,Dark,Unknown,42,38,Male,Unknown,Yes,Intersection,232,1,0,1,0,0,1,0,1
Kerala,Unknown,2021,December,Friday,17:1,Serious,2,Two-Wheeler,10,4,Hazy,National Highway,Dry,Daylight,Unknown,100,30,Male,Unknown,No,Curve,233,12,17,0,1,0,0,0,1
Goa,Unknown,2019,June,Wednesday,14:59,Serious,2,Cycle,0,4,Foggy,Urban Road,Dry,Dark,Police Checkpost,109,48,Male,Expired,No,Straight Road,234,6,14,0,0,0,0,0,1
Sikkim,Unknown,2021,August,Thursday,13:11,Serious,1,Auto-Rickshaw,0,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,60,Male,Expired,Yes,Straight Road,235,8,13,0,0,0,1,0,1
Puducherry,Unknown,2023,December,Wednesday,21:33,Serious,3,Auto-Rickshaw,4,2,Clear,Village Road,Under Construction,Dark,Signs,86,67,Female,Expired,No,Straight Road,236,12,21,1,0,0,0,0,1
Arunachal Pradesh,Unknown,2019,December,Thursday,11:33,Fatal,3,Pedestrian,7,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,66,Female,Unknown,Yes,Curve,237,12,11,0,0,1,1,0,1
Uttar Pradesh,Lucknow,2021,April,Tuesday,21:9,Serious,2,Bus,2,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,50,Female,Unknown,No,Straight Road,238,4,21,1,0,0,0,0,1
Goa,Unknown,2019,June,Monday,4:45,Fatal,5,Pedestrian,5,1,Foggy,State Highway,Under Construction,Dark,Signals,106,49,Female,Unknown,No,Straight Road,239,6,4,1,0,0,0,0,1
Jharkhand,Unknown,2023,April,Monday,9:22,Serious,2,Two-Wheeler,6,5,Rainy,State Highway,Damaged,Dark,Signals,118,25,Male,Valid,No,Bridge,240,4,9,0,1,1,0,0,1
West Bengal,Kolkata,2020,August,Thursday,13:42,Fatal,4,Auto-Rickshaw,8,4,Hazy,National Highway,Wet,Dawn,Unknown,112,38,Female,Unknown,Yes,Bridge,241,8,13,0,0,0,1,0,1
Odisha,Unknown,2018,November,Thursday,16:36,Serious,4,Auto-Rickshaw,9,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,19,Male,Unknown,No,Curve,242,11,16,0,0,0,0,0,1
Punjab,Unknown,2020,January,Monday,8:9,Serious,5,Truck,2,4,Stormy,State Highway,Wet,Dusk,Unknown,85,52,Male,Expired,Yes,Bridge,243,1,8,0,1,0,1,0,1
Jharkhand,Unknown,2020,August,Monday,8:31,Serious,1,Pedestrian,6,2,Hazy,State Highway,Wet,Daylight,Signals,46,37,Male,Valid,Yes,Bridge,244,8,8,0,1,0,1,0,1
Bihar,Unknown,2023,April,Tuesday,8:55,Minor,5,Truck,0,4,Stormy,Urban Road,Wet,Dark,Signs,45,32,Male,Valid,Yes,Straight Road,245,4,8,0,1,0,1,0,0
Nagaland,Unknown,2019,March,Thursday,7:29,Serious,5,Auto-Rickshaw,1,5,Foggy,National Highway,Damaged,Dark,Signals,62,39,Male,Unknown,No,Straight Road,246,3,7,0,0,0,0,0,1
Jharkhand,Unknown,2023,February,Thursday,22:27,Minor,1,Car,0,1,Clear,Village Road,Dry,Daylight,Signs,65,19,Female,Expired,Yes,Straight Road,247,2,22,1,0,0,1,0,0
Kerala,Unknown,2022,October,Tuesday,0:7,Serious,4,Pedestrian,10,0,Stormy,State Highway,Under Construction,Dawn,Signs,66,23,Female,Valid,No,Curve,248,10,0,1,0,0,0,0,1
Sikkim,Unknown,2021,January,Wednesday,0:0,Minor,4,Bus,4,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,91,47,Male,Expired,No,Bridge,249,1,0,1,0,0,0,0,0
Telangana,Unknown,2022,September,Wednesday,16:38,Fatal,3,Two-Wheeler,6,1,Clear,National Highway,Dry,Daylight,Signs,46,44,Male,Valid,Yes,Curve,250,9,16,0,0,0,1,0,1
Goa,Unknown,2018,May,Tuesday,6:54,Minor,1,Cycle,1,2,Clear,National Highway,Wet,Dusk,Signs,119,40,Female,Unknown,Yes,Bridge,251,5,6,0,0,0,1,0,0
Karnataka,Mysore,2019,March,Wednesday,17:11,Serious,1,Auto-Rickshaw,9,3,Hazy,Village Road,Wet,Dark,Unknown,57,39,Female,Valid,Yes,Intersection,252,3,17,0,1,0,1,0,1
West Bengal,Kolkata,2018,May,Friday,17:10,Fatal,4,Car,10,2,Foggy,Urban Road,Under Construction,Daylight,Signs,115,32,Male,Valid,No,Intersection,253,5,17,0,1,0,0,0,1
Karnataka,Bangalore,2018,July,Sunday,23:46,Serious,5,Two-Wheeler,10,5,Clear,Village Road,Dry,Daylight,Signs,85,48,Female,Valid,No,Bridge,254,7,23,1,0,0,0,1,1
Jammu and Kashmir,Unknown,2022,January,Saturday,2:23,Serious,4,Two-Wheeler,3,5,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Expired,No,Curve,255,1,2,1,0,0,0,1,1
Chandigarh,Unknown,2021,November,Friday,14:20,Serious,1,Two-Wheeler,2,3,Clear,National Highway,Wet,Daylight,Police Checkpost,46,27,Female,Unknown,No,Bridge,256,11,14,0,0,0,0,0,1
Madhya Pradesh,Unknown,2020,January,Sunday,20:5,Minor,4,Two-Wheeler,7,5,Clear,National Highway,Under Construction,Dawn,Signs,81,35,Female,Unknown,Yes,Straight Road,257,1,20,1,0,0,1,1,0
Odisha,Unknown,2021,November,Friday,9:13,Minor,3,Two-Wheeler,9,4,Hazy,Village Road,Damaged,Daylight,Unknown,31,58,Male,Expired,No,Bridge,258,11,9,0,1,0,0,0,0
Rajasthan,Jodhpur,2022,August,Friday,10:34,Minor,3,Two-Wheeler,9,0,Clear,State Highway,Wet,Daylight,Signs,90,65,Male,Valid,Yes,Bridge,259,8,10,0,1,0,1,0,0
Uttarakhand,Unknown,2018,July,Friday,6:40,Serious,5,Cycle,3,0,Hazy,State Highway,Damaged,Dusk,Signs,61,18,Male,Expired,Yes,Bridge,260,7,6,0,0,0,1,0,1
Uttarakhand,Unknown,2022,August,Monday,23:32,Serious,3,Auto-Rickshaw,1,3,Clear,Urban Road,Under Construction,Dark,Signs,66,54,Male,Valid,Yes,Bridge,261,8,23,1,0,0,1,0,1
Kerala,Unknown,2020,January,Thursday,19:54,Serious,3,Bus,3,3,Clear,National Highway,Dry,Dark,Police Checkpost,44,56,Female,Expired,No,Intersection,262,1,19,0,1,0,0,0,1
